Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
481, 10.697376251220703, 9.931243896484375 +/- 0.7422583103179932, 0.6235693693161011 +/- 0.0563703291118145, 1.5016655921936035 +/- 0.31050387024879456, 1.0471973419189453 +/- 0.0, 0.958122730255127 +/- 0.009426473639905453, 8.03851318359375 +/- 0.013371363282203674, 1.708827018737793
482, 9.489469528198242, 10.082895278930664 +/- 0.7313456535339355, 0.6291171312332153 +/- 0.05286628380417824, 1.6109634637832642 +/- 0.36117634177207947, 1.0471973419189453 +/- 0.0, 0.9594718217849731 +/- 0.007725149858742952, 8.042160034179688 +/- 0.008861961774528027, 1.7072443962097168
483, 9.305606842041016, 9.979806900024414 +/- 0.6969228386878967, 0.6250370740890503 +/- 0.052278585731983185, 1.5459496974945068 +/- 0.3025214374065399, 1.0471973419189453 +/- 0.0, 0.9589848518371582 +/- 0.008679437451064587, 8.030915260314941 +/- 0.011240518651902676, 1.7077391147613525
484, 9.666116714477539, 10.252781867980957 +/- 0.9702792763710022, 0.6291207075119019 +/- 0.05489027127623558, 1.7983295917510986 +/- 0.5967394113540649, 1.0471973419189453 +/- 0.0, 0.96107017993927 +/- 0.007051069755107164, 8.026883125305176 +/- 0.01126457192003727, 1.7100257873535156
485, 10.803947448730469, 10.041015625 +/- 0.8397291302680969, 0.6217800974845886 +/- 0.05303308367729187, 1.645979881286621 +/- 0.47954487800598145, 1.0471973419189453 +/- 0.0, 0.9598957896232605 +/- 0.008930559270083904, 8.033699989318848 +/- 0.010805709287524223, 1.7092397212982178
486, 9.34810733795166, 10.016286849975586 +/- 0.7502638101577759, 0.6207437515258789 +/- 0.05478919669985771, 1.6297123432159424 +/- 0.37985125184059143, 1.0471973419189453 +/- 0.0, 0.9596054553985596 +/- 0.00782260112464428, 8.039381980895996 +/- 0.012301026843488216, 1.70680570602417
487, 10.779756546020508, 9.877167701721191 +/- 0.8271015882492065, 0.6135666370391846 +/- 0.057755354791879654, 1.5646061897277832 +/- 0.3885803520679474, 1.0471973419189453 +/- 0.0, 0.959715723991394 +/- 0.0073551032692193985, 8.036808967590332 +/- 0.014151695184409618, 1.7089693546295166
488, 9.27452278137207, 9.845312118530273 +/- 0.7130357027053833, 0.6131104230880737 +/- 0.053882449865341187, 1.5313804149627686 +/- 0.3345593512058258, 1.0471973419189453 +/- 0.0, 0.9592486619949341 +/- 0.007960665971040726, 8.041695594787598 +/- 0.012052656151354313, 1.710259199142456
489, 9.617900848388672, 10.10256576538086 +/- 0.9306508302688599, 0.6179848909378052 +/- 0.055476438254117966, 1.7644994258880615 +/- 0.5427839756011963, 1.0471973419189453 +/- 0.0, 0.9618291854858398 +/- 0.006895614787936211, 8.031045913696289 +/- 0.009975019842386246, 1.7083890438079834
490, 9.140801429748535, 9.850601196289062 +/- 0.710601806640625, 0.610662579536438 +/- 0.05417542904615402, 1.5622038841247559 +/- 0.31180718541145325, 1.0471973419189453 +/- 0.0, 0.9594616293907166 +/- 0.009583242237567902, 8.033004760742188 +/- 0.01234363205730915, 1.7077305316925049
491, 9.529213905334473, 9.830377578735352 +/- 0.7947699427604675, 0.6104288101196289 +/- 0.05811195448040962, 1.5577802658081055 +/- 0.3401477634906769, 1.0471973419189453 +/- 0.0, 0.9608550071716309 +/- 0.007557114586234093, 8.037456512451172 +/- 0.009695438668131828, 1.7080838680267334
492, 10.126737594604492, 9.9141845703125 +/- 0.8751484155654907, 0.6103014945983887 +/- 0.05720144510269165, 1.6431386470794678 +/- 0.4930399954319, 1.0471973419189453 +/- 0.0, 0.9610632061958313 +/- 0.008537651039659977, 8.036539077758789 +/- 0.011225526221096516, 1.7075779438018799
493, 9.240455627441406, 9.762590408325195 +/- 0.6962440609931946, 0.6036030054092407 +/- 0.05135497450828552, 1.5583677291870117 +/- 0.3317562937736511, 1.0471973419189453 +/- 0.0, 0.9611261487007141 +/- 0.00821548793464899, 8.041303634643555 +/- 0.011116976849734783, 1.7075331211090088
494, 9.326555252075195, 9.849784851074219 +/- 0.8472082018852234, 0.606881856918335 +/- 0.06201223284006119, 1.612752914428711 +/- 0.40473228693008423, 1.0471973419189453 +/- 0.0, 0.9608020782470703 +/- 0.008677276782691479, 8.028146743774414 +/- 0.01070901844650507, 1.7095584869384766
495, 9.572111129760742, 9.606395721435547 +/- 0.7420622706413269, 0.596948504447937 +/- 0.05838002637028694, 1.4600963592529297 +/- 0.2545376420021057, 1.0471973419189453 +/- 0.0, 0.9601889848709106 +/- 0.008077642880380154, 8.047191619873047 +/- 0.011968734674155712, 1.7073986530303955
496, 9.276497840881348, 9.760520935058594 +/- 0.7455536127090454, 0.6026211977005005 +/- 0.055819086730480194, 1.5671937465667725 +/- 0.33997735381126404, 1.0471973419189453 +/- 0.0, 0.9609364867210388 +/- 0.007423855364322662, 8.036030769348145 +/- 0.013603176921606064, 1.7082493305206299
497, 9.036537170410156, 9.802366256713867 +/- 0.8041974902153015, 0.6025197505950928 +/- 0.05515627935528755, 1.6166716814041138 +/- 0.40044957399368286, 1.0471973419189453 +/- 0.0, 0.9617661237716675 +/- 0.00724155455827713, 8.036283493041992 +/- 0.011641190387308598, 1.710960865020752
498, 9.064541816711426, 9.639436721801758 +/- 0.7517723441123962, 0.5933247208595276 +/- 0.05418936908245087, 1.5302832126617432 +/- 0.3569240868091583, 1.0471973419189453 +/- 0.0, 0.9603022336959839 +/- 0.008804557844996452, 8.042251586914062 +/- 0.009680709801614285, 1.7083032131195068
499, 9.22414493560791, 9.459598541259766 +/- 0.657662034034729, 0.5873656272888184 +/- 0.055569641292095184, 1.4140949249267578 +/- 0.1618082970380783, 1.0471973419189453 +/- 0.0, 0.9604158401489258 +/- 0.007492084987461567, 8.038175582885742 +/- 0.008418112993240356, 1.7076618671417236
500, 9.451420783996582, 10.100786209106445 +/- 1.0728644132614136, 0.6065443158149719 +/- 0.05728946253657341, 1.885550856590271 +/- 0.6726210117340088, 1.0471973419189453 +/- 0.0, 0.9630743861198425 +/- 0.006944649387151003, 8.034475326538086 +/- 0.018180470913648605, 1.7086610794067383
501, 9.067854881286621, 9.862700462341309 +/- 0.7921472191810608, 0.6014491319656372 +/- 0.05740885064005852, 1.6840262413024902 +/- 0.4189970791339874, 1.0471973419189453 +/- 0.0, 0.9618473052978516 +/- 0.009100629948079586, 8.041351318359375 +/- 0.012737045995891094, 1.7077889442443848
502, 9.164393424987793, 9.609598159790039 +/- 0.7976217865943909, 0.5903680920600891 +/- 0.0562015138566494, 1.544820785522461 +/- 0.377572238445282, 1.0471973419189453 +/- 0.0, 0.9617742896080017 +/- 0.007569602224975824, 8.0369873046875 +/- 0.008441970683634281, 1.7084922790527344
503, 9.641191482543945, 9.831865310668945 +/- 0.9809171557426453, 0.5944574475288391 +/- 0.058173973113298416, 1.7329623699188232 +/- 0.573165237903595, 1.0471973419189453 +/- 0.0, 0.9624170064926147 +/- 0.006896174047142267, 8.033297538757324 +/- 0.011354845017194748, 1.70863676071167
504, 9.379655838012695, 9.638446807861328 +/- 0.7413042187690735, 0.589268147945404 +/- 0.05756508186459541, 1.57930326461792 +/- 0.31681904196739197, 1.0471973419189453 +/- 0.0, 0.9615957140922546 +/- 0.009492573328316212, 8.039847373962402 +/- 0.010173111222684383, 1.709956407546997
505, 9.174656867980957, 9.744165420532227 +/- 0.8057969212532043, 0.5922653675079346 +/- 0.06106433644890785, 1.6550816297531128 +/- 0.39758992195129395, 1.0471973419189453 +/- 0.0, 0.961624264717102 +/- 0.008268838748335838, 8.04929256439209 +/- 0.01267513632774353, 1.709646224975586
506, 9.008758544921875, 9.607236862182617 +/- 0.7646008133888245, 0.5888527631759644 +/- 0.05809639021754265, 1.5630314350128174 +/- 0.32834482192993164, 1.0471973419189453 +/- 0.0, 0.9625270962715149 +/- 0.0070632630959153175, 8.041072845458984 +/- 0.009066878817975521, 1.7082722187042236
507, 8.979145050048828, 9.384382247924805 +/- 0.6914110779762268, 0.5790278911590576 +/- 0.058005739003419876, 1.4230295419692993 +/- 0.1819358617067337, 1.0471973419189453 +/- 0.0, 0.9609156250953674 +/- 0.008444578386843204, 8.0447359085083 +/- 0.022160278633236885, 1.7104225158691406
508, 8.854395866394043, 9.42928695678711 +/- 0.7430739402770996, 0.5769439339637756 +/- 0.05757387727499008, 1.4998950958251953 +/- 0.28833243250846863, 1.0471973419189453 +/- 0.0, 0.9620469808578491 +/- 0.0076339044608175755, 8.040327072143555 +/- 0.0077286455780267715, 1.7101716995239258
509, 8.960150718688965, 9.594728469848633 +/- 0.8353109955787659, 0.5821049213409424 +/- 0.0598333515226841, 1.6174161434173584 +/- 0.42749497294425964, 1.0471973419189453 +/- 0.0, 0.9627247452735901 +/- 0.00840040110051632, 8.041051864624023 +/- 0.012993770651519299, 1.709517240524292
510, 10.30188274383545, 9.459410667419434 +/- 0.8234618902206421, 0.5750423073768616 +/- 0.060680609196424484, 1.5490444898605347 +/- 0.38849127292633057, 1.0471973419189453 +/- 0.0, 0.9619585275650024 +/- 0.007479758467525244, 8.038530349731445 +/- 0.009446099400520325, 1.7085094451904297
511, 9.070354461669922, 9.685129165649414 +/- 0.8007184863090515, 0.5837486982345581 +/- 0.057519230991601944, 1.697371482849121 +/- 0.4163522720336914, 1.0471973419189453 +/- 0.0, 0.9633766412734985 +/- 0.007660483010113239, 8.04110050201416 +/- 0.011026845313608646, 1.708831548690796
512, 8.807463645935059, 9.440922737121582 +/- 0.7629005908966064, 0.5744838714599609 +/- 0.05321742966771126, 1.5402307510375977 +/- 0.39854514598846436, 1.0471973419189453 +/- 0.0, 0.9626013040542603 +/- 0.007768825627863407, 8.039804458618164 +/- 0.00917530246078968, 1.7082881927490234
513, 9.55398178100586, 9.559942245483398 +/- 0.8560575842857361, 0.5768449306488037 +/- 0.05393024906516075, 1.6382410526275635 +/- 0.4836150109767914, 1.0471973419189453 +/- 0.0, 0.9628863334655762 +/- 0.007042662240564823, 8.042200088500977 +/- 0.009963013231754303, 1.710378885269165
514, 8.86941909790039, 9.29887866973877 +/- 0.6288678050041199, 0.5704703330993652 +/- 0.05379435792565346, 1.4319403171539307 +/- 0.1881965696811676, 1.0471973419189453 +/- 0.0, 0.9618327021598816 +/- 0.007056755013763905, 8.04632568359375 +/- 0.014885488897562027, 1.7098665237426758
515, 8.97462272644043, 9.388725280761719 +/- 0.794845461845398, 0.571683406829834 +/- 0.05936026573181152, 1.5176687240600586 +/- 0.3240219056606293, 1.0471973419189453 +/- 0.0, 0.9627213478088379 +/- 0.006855652667582035, 8.042213439941406 +/- 0.008999036625027657, 1.7091662883758545
516, 9.865856170654297, 9.313098907470703 +/- 0.7501586079597473, 0.5677101016044617 +/- 0.05985467508435249, 1.4797563552856445 +/- 0.2573997378349304, 1.0471973419189453 +/- 0.0, 0.9624959826469421 +/- 0.006769608240574598, 8.044013977050781 +/- 0.014388032257556915, 1.7072675228118896
517, 9.714198112487793, 9.554056167602539 +/- 0.899570107460022, 0.5734798908233643 +/- 0.05822931230068207, 1.6692886352539062 +/- 0.49674031138420105, 1.0471973419189453 +/- 0.0, 0.9634301662445068 +/- 0.007891328074038029, 8.040021896362305 +/- 0.011573342606425285, 1.7093050479888916
518, 8.89981460571289, 9.557010650634766 +/- 0.7730626463890076, 0.5779699087142944 +/- 0.05665284022688866, 1.6273341178894043 +/- 0.3776378631591797, 1.0471973419189453 +/- 0.0, 0.9637699723243713 +/- 0.009645779617130756, 8.03764820098877 +/- 0.011336357332766056, 1.710663080215454
519, 8.966201782226562, 9.315315246582031 +/- 0.6734122633934021, 0.5681155323982239 +/- 0.057347044348716736, 1.4719164371490479 +/- 0.18497641384601593, 1.0471973419189453 +/- 0.0, 0.962138295173645 +/- 0.009061424992978573, 8.042726516723633 +/- 0.006368890404701233, 1.7101116180419922
520, 10.628731727600098, 9.304315567016602 +/- 0.8060081005096436, 0.5613847970962524 +/- 0.054685357958078384, 1.5372180938720703 +/- 0.4080014228820801, 1.0471973419189453 +/- 0.0, 0.9629412293434143 +/- 0.007204047869890928, 8.042901992797852 +/- 0.0077839503064751625, 1.7077670097351074
521, 9.78876781463623, 9.438294410705566 +/- 0.8155825734138489, 0.5655005574226379 +/- 0.05767883360385895, 1.6377357244491577 +/- 0.43729326128959656, 1.0471973419189453 +/- 0.0, 0.963797926902771 +/- 0.0056441109627485275, 8.045232772827148 +/- 0.01435301173478365, 1.7089593410491943
522, 8.755056381225586, 9.46254825592041 +/- 0.7698749899864197, 0.5693959593772888 +/- 0.05778047814965248, 1.6231944561004639 +/- 0.37631484866142273, 1.0471973419189453 +/- 0.0, 0.9639278650283813 +/- 0.007139336317777634, 8.04071044921875 +/- 0.0138954883441329, 1.7086358070373535
523, 8.860018730163574, 9.564268112182617 +/- 0.8561545014381409, 0.5722578763961792 +/- 0.060557011514902115, 1.6948907375335693 +/- 0.4398908019065857, 1.0471973419189453 +/- 0.0, 0.9638365507125854 +/- 0.007138941437005997, 8.043689727783203 +/- 0.012516597285866737, 1.709035873413086
524, 9.400442123413086, 9.360820770263672 +/- 0.7247295379638672, 0.5650506019592285 +/- 0.05640457198023796, 1.5608241558074951 +/- 0.3255975544452667, 1.0471973419189453 +/- 0.0, 0.9633686542510986 +/- 0.0078424122184515, 8.03662109375 +/- 0.007444245275110006, 1.709697961807251
525, 8.856771469116211, 9.221302032470703 +/- 0.7879326939582825, 0.5581158399581909 +/- 0.064914770424366, 1.4856302738189697 +/- 0.26112547516822815, 1.0471973419189453 +/- 0.0, 0.9628599882125854 +/- 0.007370433304458857, 8.044571876525879 +/- 0.006385737098753452, 1.7097687721252441
526, 8.847339630126953, 9.059440612792969 +/- 0.6890000700950623, 0.5499458909034729 +/- 0.05774564668536186, 1.404522180557251 +/- 0.18427743017673492, 1.0471973419189453 +/- 0.0, 0.9627916812896729 +/- 0.007602989673614502, 8.044931411743164 +/- 0.014460433274507523, 1.707672119140625
527, 8.884532928466797, 9.541421890258789 +/- 1.0027809143066406, 0.5651164054870605 +/- 0.062123917043209076, 1.7523071765899658 +/- 0.5571088790893555, 1.0471973419189453 +/- 0.0, 0.9650123715400696 +/- 0.0073269023559987545, 8.040681838989258 +/- 0.010273933410644531, 1.7082226276397705
528, 8.916234970092773, 9.338642120361328 +/- 0.7210623025894165, 0.5605688691139221 +/- 0.05776770040392876, 1.593926191329956 +/- 0.30771368741989136, 1.0471973419189453 +/- 0.0, 0.9642778635025024 +/- 0.005937895271927118, 8.031574249267578 +/- 0.010935780592262745, 1.7106876373291016
529, 8.651057243347168, 9.07081127166748 +/- 0.7606397271156311, 0.547684907913208 +/- 0.06067532300949097, 1.4371452331542969 +/- 0.23471775650978088, 1.0471973419189453 +/- 0.0, 0.9625805616378784 +/- 0.007350201718509197, 8.045572280883789 +/- 0.011174731887876987, 1.710167646408081
530, 8.738405227661133, 9.11368179321289 +/- 0.7196033596992493, 0.5510215759277344 +/- 0.056914884597063065, 1.4509928226470947 +/- 0.24925591051578522, 1.0471973419189453 +/- 0.0, 0.9631549119949341 +/- 0.008248736150562763, 8.039651870727539 +/- 0.009955469518899918, 1.707566738128662
531, 8.785100936889648, 9.399985313415527 +/- 0.8331373333930969, 0.5598614811897278 +/- 0.05929845571517944, 1.654147744178772 +/- 0.4337133467197418, 1.0471973419189453 +/- 0.0, 0.9641265869140625 +/- 0.007798873819410801, 8.049803733825684 +/- 0.01826976239681244, 1.7078526020050049
532, 9.719970703125, 9.335853576660156 +/- 0.8306964039802551, 0.5562165975570679 +/- 0.05690703168511391, 1.6304419040679932 +/- 0.427054226398468, 1.0471973419189453 +/- 0.0, 0.964397668838501 +/- 0.007478552870452404, 8.04360294342041 +/- 0.015090255066752434, 1.7088778018951416
533, 9.263703346252441, 9.114262580871582 +/- 0.7470088601112366, 0.5477991104125977 +/- 0.05804600194096565, 1.490199089050293 +/- 0.2842659056186676, 1.0471973419189453 +/- 0.0, 0.963970422744751 +/- 0.007212238851934671, 8.044229507446289 +/- 0.007690140511840582, 1.7104275226593018
534, 8.932792663574219, 9.355207443237305 +/- 0.7865996956825256, 0.55568528175354 +/- 0.0601249523460865, 1.6651039123535156 +/- 0.40856117010116577, 1.0471973419189453 +/- 0.0, 0.9652544260025024 +/- 0.0063221207819879055, 8.034113883972168 +/- 0.01170008908957243, 1.7100331783294678
535, 8.910384178161621, 9.288511276245117 +/- 0.8231660723686218, 0.5524881482124329 +/- 0.06257252395153046, 1.62015962600708 +/- 0.36291182041168213, 1.0471973419189453 +/- 0.0, 0.964196503162384 +/- 0.006485941354185343, 8.044297218322754 +/- 0.006088698282837868, 1.7098064422607422
536, 8.575447082519531, 9.01559829711914 +/- 0.7368109822273254, 0.543272078037262 +/- 0.06066913157701492, 1.4287527799606323 +/- 0.19084398448467255, 1.0471973419189453 +/- 0.0, 0.9631305932998657 +/- 0.0080148009583354, 8.047065734863281 +/- 0.007832877337932587, 1.7073962688446045
537, 8.645343780517578, 9.293603897094727 +/- 0.807206928730011, 0.5516843795776367 +/- 0.05842124670743942, 1.6398274898529053 +/- 0.3764273226261139, 1.0471973419189453 +/- 0.0, 0.9650613069534302 +/- 0.006608711089938879, 8.041971206665039 +/- 0.011162581853568554, 1.7096195220947266
538, 8.616427421569824, 9.053013801574707 +/- 0.7105893492698669, 0.5436288118362427 +/- 0.06050509214401245, 1.4697922468185425 +/- 0.21151939034461975, 1.0471973419189453 +/- 0.0, 0.9640129804611206 +/- 0.008740662597119808, 8.039149284362793 +/- 0.00917348824441433, 1.710653305053711
539, 8.86245346069336, 9.107833862304688 +/- 0.7398306727409363, 0.5430045127868652 +/- 0.05718451365828514, 1.539158582687378 +/- 0.3188678026199341, 1.0471973419189453 +/- 0.0, 0.9647023677825928 +/- 0.0062929438427090645, 8.04030990600586 +/- 0.00924094207584858, 1.710568904876709
540, 8.804518699645996, 9.153999328613281 +/- 0.726163387298584, 0.5502297878265381 +/- 0.060588937252759933, 1.5053164958953857 +/- 0.22462429106235504, 1.0471973419189453 +/- 0.0, 0.964142382144928 +/- 0.007275607902556658, 8.050056457519531 +/- 0.012762980535626411, 1.7084155082702637
541, 9.460318565368652, 9.174652099609375 +/- 0.8724197149276733, 0.5448936223983765 +/- 0.06104757636785507, 1.5848684310913086 +/- 0.4229121208190918, 1.0471973419189453 +/- 0.0, 0.9646152257919312 +/- 0.007147570606321096, 8.042123794555664 +/- 0.010740717872977257, 1.7091929912567139
542, 8.500262260437012, 9.213287353515625 +/- 0.9122266173362732, 0.5452173948287964 +/- 0.0612039640545845, 1.6267621517181396 +/- 0.4606800675392151, 1.0471973419189453 +/- 0.0, 0.9652078151702881 +/- 0.006110660266131163, 8.0382719039917 +/- 0.00696241669356823, 1.7092242240905762
543, 8.736811637878418, 8.859342575073242 +/- 0.6993656158447266, 0.5310577154159546 +/- 0.059955719858407974, 1.4007683992385864 +/- 0.1620752066373825, 1.0471973419189453 +/- 0.0, 0.963689923286438 +/- 0.006835707928985357, 8.045927047729492 +/- 0.009368935599923134, 1.7098567485809326
544, 8.61126708984375, 9.011185646057129 +/- 0.7024355530738831, 0.538192629814148 +/- 0.05908515304327011, 1.4924232959747314 +/- 0.23868052661418915, 1.0471973419189453 +/- 0.0, 0.9650042057037354 +/- 0.006196922622621059, 8.042104721069336 +/- 0.011830693110823631, 1.7104034423828125
